nombre,genero,edad,pais,anio,evento,medalla
aleksey mikhaylovich markov,m,17,russia,1996,cycling men's team pursuit 4000 metres,silver
aleksey mikhaylovich markov,m,21,russia,2000,cycling men's individual pursuit 4000 metres,na
aleksey mikhaylovich markov,m,21,russia,2000,cycling men's team pursuit 4000 metres,na
aleksey mikhaylovich markov,m,21,russia,2000,cycling men's points race,bronze
aleksey mikhaylovich markov,m,25,russia,2004,cycling men's individual pursuit 4000 metres,na
aleksey mikhaylovich markov,m,25,russia,2004,cycling men's team pursuit 4000 metres,na
aleksey mikhaylovich markov,m,29,russia,2008,cycling men's individual pursuit 4000 metres,na
aleksey mikhaylovich markov,m,29,russia,2008,cycling men's team pursuit 4000 metres,na
aleksey mikhaylovich markov,m,29,russia,2008,cycling men's madison,bronze
aleksey mikhaylovich markov,m,33,russia,2012,cycling men's team pursuit 4000 metres,na
dmitri markov,m,21,belarus,1996,athletics men's pole vault,na
dmitri markov,m,25,australia,2000,athletics men's pole vault,na
dmitri markov,m,29,australia,2004,athletics men's pole vault,na
gennady vladimirovich markov,m,33,russia,2000,athletics men's triple jump,na
georgi markov,m,22,bulgaria,2000,weightlifting men's lightweight,silver
ilya vladislavovich markov,m,24,russia,1996,athletics men's 20 kilometres walk,silver
ilya vladislavovich markov,m,28,russia,2000,athletics men's 20 kilometres walk,na
ilya vladislavovich markov,m,36,russia,2008,athletics men's 20 kilometres walk,na
ivan markov markov,m,23,bulgaria,2012,weightlifting men's light-heavyweight,na
khristo ganchev markov,m,27,bulgaria,1992,athletics men's triple jump,na
leposava markovi,f,19,individual olympic athletes,1992,judo women's extra-lightweight,na
stefan markovi,m,28,serbia,2016,basketball men's basketball,silver
john markovski,m,22,australia,1992,football men's football,na
sean andrew marks,m,25,new zealand,2000,basketball men's basketball,na
sean andrew marks,m,28,new zealand,2004,basketball men's basketball,na
shani marks,f,27,united states,2008,athletics women's triple jump,na
erzsbet mrkus-peresztegi,f,31,hungary,2000,weightlifting women's light-heavyweight,silver
mohamed salah marmouri,m,28,tunisia,1996,boxing men's light-middleweight,na
mohamed salah marmouri,m,32,tunisia,2000,boxing men's light-middleweight,na
mourad marofit,m,26,morocco,2008,athletics men's 5000 metres,na
dm marosi,m,27,hungary,2012,modern pentathlon men's individual,bronze
dm marosi,m,32,hungary,2016,modern pentathlon men's individual,na
marie veronique antoinette colette jeannine marot,f,36,great britain,1992,athletics women's marathon,na
helen louise maroulis,f,24,united states,2016,wrestling women's featherweight freestyle,gold
dzsenifer marozsn,f,24,germany,2016,football women's football,gold
duarte da silva marques,m,24,portugal,2008,triathlon men's olympic distance,na
deolinda fernanda da silva marques,f,26,portugal,1992,athletics women's 10000 metres,na
priscila marques,f,22,brazil,2000,judo women's heavyweight,na
yane mrcia campos da fonseca marques,f,24,brazil,2008,modern pentathlon women's individual,na
yane mrcia campos da fonseca marques,f,28,brazil,2012,modern pentathlon women's individual,bronze
yane mrcia campos da fonseca marques,f,32,brazil,2016,modern pentathlon women's individual,na
david mrquez laguna,m,22,spain,2000,athletics men's 20 kilometres walk,na
herbys charlys mrquez,m,27,venezuela,2008,weightlifting men's light-heavyweight,na
rafael mrquez lugo,m,22,mexico,2004,football men's football,na
raul marquez,m,20,united states,1992,boxing men's light-middleweight,na
marcus marquinhos vinicius vieira de sousa,m,28,brazil,2012,basketball men's basketball,na
marcus marquinhos vinicius vieira de sousa,m,32,brazil,2016,basketball men's basketball,na
marcos marquinhos aos corra,m,22,brazil,2016,football men's football,gold
eduard antonio marriaga campo,m,19,colombia,2012,boxing men's lightweight,na
miguel ngel marriaga herrera,m,32,venezuela,2016,basketball men's basketball,na
carlos paul marryatt,m,23,new zealand,1992,cycling men's team pursuit 4000 metres,na
davit dato marsagishvili,m,21,georgia,2012,wrestling men's light-heavyweight freestyle,bronze
catherine marsal,f,21,france,1992,cycling women's road race individual,na
catherine marsal,f,25,france,1996,cycling women's road race individual,na
catherine marsal,f,29,france,2000,cycling women's road race individual,na
catherine marsal,f,29,france,2000,cycling women's individual time trial,na
kurtis marschall,m,19,australia,2016,athletics men's pole vault,na
michael lawrence mike marsh,m,24,united states,1992,athletics men's 200 metres,gold
michael lawrence mike marsh,m,28,united states,1996,athletics men's 100 metres,na
michael lawrence mike marsh,m,28,united states,1996,athletics men's 200 metres,na
robert frances marsh,m,23,antigua and barbuda,1992,cycling men's road race individual,na
savannah rose dee marshall,f,21,great britain,2012,boxing women's middleweight,na
savannah rose dee marshall,f,25,great britain,2016,boxing women's middleweight,na
gooitske marsman,f,27,netherlands,1992,judo women's lightweight,na
marta vieira da silva,f,18,brazil,2004,football women's football,silver
marta vieira da silva,f,22,brazil,2008,football women's football,silver
marta vieira da silva,f,26,brazil,2012,football women's football,na
marta vieira da silva,f,30,brazil,2016,football women's football,na
nuno duarte silva marta,m,19,portugal,1996,cycling men's road race individual,na
maarten martens,m,24,belgium,2008,football men's football,na
daniel mart lluch,m,19,spain,1992,athletics men's pole vault,na
deborah jane debbie marti,f,24,great britain,1992,athletics women's high jump,na
deborah jane debbie marti,f,28,great britain,1996,athletics women's high jump,na
nicola martial,f,22,guyana,1996,athletics women's triple jump,na
lvaro martn uriol,m,18,spain,2012,athletics men's 20 kilometres walk,na
lvaro martn uriol,m,22,spain,2016,athletics men's 20 kilometres walk,na
david andrew martin,m,30,guam,1992,cycling men's team pursuit 4000 metres,na
anthony martin,m,21,australia,2000,weightlifting men's super-heavyweight,na
beatriz martn oate,f,25,spain,2000,judo women's heavyweight,na
damian patrick martin,m,31,australia,2016,basketball men's basketball,na
daniel john dan martin,m,25,ireland,2012,cycling men's road race individual,na
daniel john dan martin,m,29,ireland,2016,cycling men's road race individual,na
eamonn thomas martin,m,33,great britain,1992,athletics men's 10000 metres,na
jacqueline alison jackie martin,f,20,south africa,1992,cycling women's road race individual,na
jacqueline alison jackie martin,f,24,south africa,1996,cycling women's road race individual,na
jenna martin (-evans),f,24,canada,2012,athletics women's 400 metres,na
lucy martin,f,22,great britain,2012,cycling women's road race individual,na
miguel ngel martn perdiguero,m,27,spain,2000,cycling men's road race individual,na
rzvan constantin martin,m,16,romania,2008,weightlifting men's lightweight,na
rzvan constantin martin,m,20,romania,2012,weightlifting men's lightweight,bronze
roxbert martin,m,26,jamaica,1996,athletics men's 400 metres,na
tony martin,m,27,germany,2012,cycling men's road race individual,na
tony martin,m,27,germany,2012,cycling men's individual time trial,silver
tony martin,m,31,germany,2016,cycling men's road race individual,na
tony martin,m,31,germany,2016,cycling men's individual time trial,na
rsula martn oate,f,24,spain,2000,judo women's middleweight,na
lisa frances martin-ondieki (-o'dea),f,32,australia,1992,athletics women's marathon,na
lisa frances martin-ondieki (-o'dea),f,36,australia,1996,athletics women's marathon,na
churandy thomas martina,m,20,netherlands antilles,2004,athletics men's 100 metres,na
churandy thomas martina,m,24,netherlands antilles,2008,athletics men's 100 metres,na
churandy thomas martina,m,24,netherlands antilles,2008,athletics men's 200 metres,na
churandy thomas martina,m,28,netherlands,2012,athletics men's 100 metres,na
churandy thomas martina,m,28,netherlands,2012,athletics men's 200 metres,na
churandy thomas martina,m,32,netherlands,2016,athletics men's 100 metres,na
churandy thomas martina,m,32,netherlands,2016,athletics men's 200 metres,na
natalie martindale,f,19,saint vincent and the grenadines,1996,athletics women's 100 metres,na
eugne julien martineau,m,24,netherlands,2004,athletics men's decathlon,na
eugne julien martineau,m,28,netherlands,2008,athletics men's decathlon,na
jnos martinek,m,31,hungary,1996,modern pentathlon men's individual,bronze
laura alejandra martinel acua,f,28,argentina,1992,judo women's middleweight,na
silvio martinello,m,33,italy,1996,cycling men's points race,gold
silvio martinello,m,37,italy,2000,cycling men's points race,na
silvio martinello,m,37,italy,2000,cycling men's madison,bronze
grgory-herv martinetti,m,27,switzerland,2000,wrestling men's light-heavyweight freestyle,na
aldo martnez echevarria,m,23,cuba,1992,wrestling men's light-flyweight freestyle,na
alfonso martinez,m,25,belize,2008,taekwondo men's flyweight,na
alma socorro martnez toores,f,22,mexico,2004,football women's football,na
arturo esteban martnez rivera,m,25,mexico,2008,judo men's half-heavyweight,na
brenda martinez,f,28,united states,2016,athletics women's 1500 metres,na
carlos alberto martnez,m,17,mexico,1996,boxing men's light-welterweight,na
carmen patricia martnez aguilera,f,33,paraguay,2016,athletics women's marathon,na
claus martnez arroyo,m,20,bolivia,1996,cycling men's sprint,na
diego alfonso martnez balderas,m,23,mexico,2004,football men's football,na
emil jos martnez cruz,m,25,honduras,2008,football men's football,na
emilio damin martnez martnez,m,23,paraguay,2004,football men's football,silver
flix adolfo martnez cuevas,m,23,puerto rico,2008,athletics men's 400 metres,na
fernando daniel martnez,m,25,argentina,2016,boxing men's flyweight,na
francisco alberto martnez ruiz,m,19,mexico,1996,boxing men's lightweight,na
gerardo eugenio martnez iben,m,29,mexico,2008,athletics men's high jump,na
iigo martnez berridi,m,21,spain,2012,football men's football,na
mara isabel martnez martn,f,23,spain,1996,athletics women's 5000 metres,na
ivis hayde martnez,f,29,el salvador,2000,athletics women's 20 kilometres walk,na
jairo manfredo martnez puerto,m,22,honduras,2000,football men's football,na
javier javi martnez aguinaga,m,23,spain,2012,football men's football,na
jess martnez tejeda,m,20,mexico,1996,boxing men's light-flyweight,na
joan lino martnez armenteros,m,26,spain,2004,athletics men's long jump,bronze
jos luis martnez ocaa,m,23,spain,1992,weightlifting men's bantamweight,na
jos manuel martnez fernndez,m,32,spain,2004,athletics men's 10000 metres,na
jos manuel martnez fernndez,m,36,spain,2008,athletics men's marathon,na
juan martnez olivier,m,34,spain,1996,cycling men's individual pursuit 4000 metres,na
juan martnez olivier,m,34,spain,1996,cycling men's team pursuit 4000 metres,na
julio ren martnez sicn,m,22,guatemala,1996,athletics men's 20 kilometres walk,na
julio ren martnez sicn,m,26,guatemala,2000,athletics men's 20 kilometres walk,na
julio ren martnez sicn,m,30,guatemala,2004,athletics men's 50 kilometres walk,na
kaina darina martnez,f,26,belize,2012,athletics women's 100 metres,na
lzaro martnez santrayu,m,18,cuba,2016,athletics men's triple jump,na
luis felipe martnez rosado,m,26,puerto rico,1992,judo men's extra-lightweight,na
luis e. martnez sican,m,29,guatemala,1996,athletics men's marathon,na
magdeln martnez castillo (-piccotti),f,28,italy,2004,athletics women's triple jump,na
magdeln martnez castillo (-piccotti),f,32,italy,2008,athletics women's triple jump,na
mario alvarez martinez,m,35,united states,1992,weightlifting men's super-heavyweight,na
mario roberto martnez hernndez,m,22,honduras,2012,football men's football,na
mauricio martnez,m,23,argentina,2016,football men's football,na
mara teresa mayte martnez jimnez,f,24,spain,2000,athletics women's 800 metres,na
mara teresa mayte martnez jimnez,f,28,spain,2004,athletics women's 800 metres,na
nuria martnez prat,f,20,spain,2004,basketball women's basketball,na
nuria martnez prat,f,24,spain,2008,basketball women's basketball,na
rogelio martnez,m,22,dominican republic,1996,boxing men's welterweight,na
rubert martnez texidor,m,19,cuba,2004,judo men's lightweight,na
santiago martnez ocaa,m,21,spain,2004,weightlifting men's middle-heavyweight,na
wilfredo yaniel martnez caraballoso,m,23,cuba,2008,athletics men's long jump,na
yamil martnez caldern,f,21,cuba,1992,basketball women's basketball,na
yamil martnez caldern,f,25,cuba,1996,basketball women's basketball,na
yamil martnez caldern,f,29,cuba,2000,basketball women's basketball,na
yancarlos martnez martnez,m,24,dominican republic,2016,athletics men's 200 metres,na
yarianna martnez iglesias,f,23,cuba,2008,athletics women's triple jump,na
yurberjen herney martnez rivas,m,24,colombia,2016,boxing men's light-flyweight,silver
marija martinovi-estak,f,21,serbia and montenegro,2000,athletics women's triple jump,na
marija martinovi-estak,f,29,slovenia,2008,athletics women's triple jump,na
marija martinovi-estak,f,33,slovenia,2012,athletics women's triple jump,na
afonso paulo martins da agra,m,23,portugal,1996,football men's football,na
andr renato soares martins,m,26,portugal,2016,football men's football,na
carlos jorge neto martins,m,22,portugal,2004,football men's football,na
eliane martins,f,30,brazil,2016,athletics women's long jump,na
graciela martins,f,25,guinea bissau,2012,athletics women's 400 metres,na
maria martins-valera (dos reis silva-),f,30,france,2004,athletics women's 1500 metres,na
mariana martins,f,17,brazil,2000,judo women's extra-lightweight,na
nelia martins,f,18,timor leste,2016,athletics women's 1500 metres,na
pedro dos santos fernandes martins,m,32,portugal,2000,athletics men's 50 kilometres walk,na
pedro dos santos fernandes martins,m,36,portugal,2004,athletics men's 50 kilometres walk,na
antonio tony martins-bordelo,m,28,france,1992,athletics men's 10000 metres,na
sargis martirosjan,m,29,austria,2016,weightlifting men's heavyweight,na
armen martirosyan,m,26,armenia,1996,athletics men's triple jump,na
armen martirosyan,m,31,armenia,2000,athletics men's triple jump,na
armen martirosyan,m,35,armenia,2004,athletics men's triple jump,na
simon martirosyan,m,19,armenia,2016,weightlifting men's heavyweight,silver
tigran gevorg martirosyan,m,20,armenia,2008,weightlifting men's lightweight,bronze
tigran varban martirosyan,m,21,armenia,2004,weightlifting men's light-heavyweight,na
tigran varban martirosyan,m,25,armenia,2008,weightlifting men's light-heavyweight,bronze
